1,0.0,IT1
1,0.0,IT
97,0.0,business
97,0.0,sports
97,0.0,entertainment
97,0.0,science
97,0.0,health
97,0.0,technology
225,0.0,business
225,0.0,sports
225,0.0,entertainment
225,0.0,science
225,0.0,health
225,0.0,technology
289,0.0,business
289,0.0,sports
289,0.0,entertainment
289,0.0,science
289,0.0,health
289,0.0,technology
321,0.0,business
321,1.0,sports
321,0.0,entertainment
321,0.0,science
321,0.0,health
321,0.0,technology
353,1.0,business
353,0.0,sports
353,0.0,entertainment
353,0.0,science
353,0.0,health
353,0.0,technology
385,2.0,business
385,1.0,sports
385,0.0,entertainment
385,0.0,science
385,13.0,health
385,0.0,technology
417,1.0,business
417,0.0,sports
417,0.0,entertainment
417,0.0,science
417,0.0,health
417,0.0,technology
418,0.0,business
418,0.0,sports
418,0.0,entertainment
418,0.0,science
418,0.0,health
418,0.0,technology
419,1.0,business
419,0.0,sports
419,0.0,entertainment
419,0.0,science
419,0.0,health
419,0.0,technology
449,1.0,business
449,0.0,sports
449,0.0,entertainment
449,0.0,science
449,0.0,health
449,0.0,technology
450,0.0,business
450,0.0,sports
450,0.0,entertainment
450,1.0,science
450,0.0,health
450,0.0,technology
33,60.0,business
33,0.0,sports
33,21.0,entertainment
33,1.0,science
33,6.0,health
33,0.0,technology
481,1.0,business
481,0.0,sports
481,0.0,entertainment
481,1.0,science
481,0.0,health
481,0.0,technology
